unsat_SMILE,sat_SMILE,delta_H,nH2,pH2
CC1=CNN=C1C#N,CC1CNNC1CN,43.36078887,4,7.004199372
CC1=CON=C1C#C,CC1CONC1CC,89.98573062,4,7.00488296
CC1=CON=C1C#N,CC1CONC1CN,51.71906813,4,6.944832099
CC1=NC(=NN1)C#C,CC1NC(NN1)CC,68.02998688,4,7.004199372
CC1=NC(=NO1)C#C,CC1NC(NO1)CC,78.91859175,4,6.944832099
CC1=NC(=NO1)C#N,CC1NC(NO1)CN,43.7539575,4,6.885802084
CC1=NNC(=C1)C#C,CC1NNC(C1)CC,77.909087,4,7.065285816
CC1=NNC(=C1)C#N,CC1NNC(C1)CN,40.25350963,4,7.004199372
CC1=NNC(=N1)C#C,CC1NNC(N1)CC,74.30887012,4,7.004199372
CC1=NNC=C1C#C,CC1NNCC1CC,73.1753105,4,7.065285816
CC1=NNC=C1C#N,CC1NNCC1CN,35.05501962,4,7.004199372
CC1=NNN=C1C#C,CC1NNNC1CC,72.820868,4,7.004199372
CC1=NNN=C1C#N,CC1NNNC1CN,34.99200763,4,6.94416018
CC1=NOC(=C1)C#C,CC1NOC(C1)CC,90.44256763,4,7.00488296
CC1=NOC(=C1)C#N,CC1NOC(C1)CN,55.47550225,4,6.944832099
CC1=NOC(=N1)C#C,CC1NOC(N1)CC,82.09216488,4,6.944832099
CC1=NOC(=N1)C#N,CC1NOC(N1)CN,47.799853,4,6.885802084
CC1=NOC=C1C#C,CC1NOCC1CC,86.90273725,4,7.00488296
CC1=NOC=C1C#N,CC1NOCC1CN,49.2412525,4,6.944832099
CC1=NON=C1C#C,CC1NONC1CC,78.95863062,4,6.944832099
CC1=NON=C1C#N,CC1NONC1CN,44.02897863,4,6.885802084
CN1C=C(C=N1)C#C,CN1CC(CN1)CC,79.37083413,4,7.065285816
CN1C=C(C=N1)C#N,CN1CC(CN1)CN,38.66245662,4,7.004199372
CN1C=C(N=N1)C#C,CN1CC(NN1)CC,68.99814,4,7.004199372
CN1C=C(N=N1)C#N,CN1CC(NN1)CN,35.045174,4,6.94416018
CN1C=CC(=N1)C#C,CN1CCC(N1)CC,82.13942388,4,7.065285816
CN1C=CC(=N1)C#N,CN1CCC(N1)CN,42.47336987,4,7.004199372
CN1C=NC(=N1)C#C,CN1CNC(N1)CC,67.04804987,4,7.004199372
CN1C=NC(=N1)C#N,CN1CNC(N1)CN,34.80690988,4,6.94416018
CN1N=CC(=N1)C#C,CN1NCC(N1)CC,70.63054462,4,7.004199372
CN1N=CC(=N1)C#N,CN1NCC(N1)CN,28.00161388,4,6.94416018
CN1N=CC=C1C#C,CN1NCCC1CC,75.79949775,4,7.065285816
CN1N=CC=C1C#N,CN1NCCC1CN,39.91219463,4,7.004199372
CN1N=CN=C1C#C,CN1NCNC1CC,68.64304113,4,7.004199372
CN1N=CN=C1C#N,CN1NCNC1CN,37.31032413,4,6.94416018
CN1N=NC(=N1)C#C,CN1NNC(N1)CC,62.360876,4,6.94416018
CN1N=NC(=N1)C#N,CN1NNC(N1)CN,29.872939,4,6.885141538
CN1N=NC=C1C#C,CN1NNCC1CC,70.51502263,4,7.004199372
CN1N=NC=C1C#N,CN1NNCC1CN,35.79737975,4,6.94416018
N#CC1=CN=CN=N1,NCC1CNCNN1,63.1968352,5,8.680200225
N#CC1=CN=NC=N1,NCC1CNNCN1,57.9148543,5,8.680200225
N#CC1=CN=NN=N1,NCC1CNNNN1,67.296816,5,8.606426923
N#CC1=NC=CN=N1,NCC1NCCNN1,60.7440931,5,8.680200225
N#CC1=NC=NN=N1,NCC1NCNNN1,59.3032187,5,8.606426923
N#CCC1=CC=NN1,NCCC1CCNN1,42.95121088,4,7.004199372
N#CCC1=CC=NO1,NCCC1CCNO1,51.52675025,4,6.944832099
N#CCC1=CN=NN1,NCCC1CNNN1,31.31499487,4,6.94416018
N#CCC1=CN=NO1,NCCC1CNNO1,42.59545562,4,6.885802084
N#CCC1=CNN=C1,NCCC1CNNC1,41.46255238,4,7.004199372
N#CCC1=CNN=N1,NCCC1CNNN1,28.24381625,4,6.94416018
N#CCC1=CON=C1,NCCC1CONC1,50.80276863,4,6.944832099
N#CCC1=CON=N1,NCCC1CONN1,39.73759888,4,6.885802084
N#CCC1=NC=NN1,NCCC1NCNN1,32.25754938,4,6.94416018
N#CCC1=NC=NO1,NCCC1NCNO1,41.16980913,4,6.885802084
N#CCC1=NNC=C1,NCCC1NNCC1,38.9335395,4,7.004199372
N#CCC1=NOC=C1,NCCC1NOCC1,49.84577388,4,6.944832099
N#CCC1=NOC=N1,NCCC1NOCN1,39.16786538,4,6.885802084
N#CCC1=NON=C1,NCCC1NONC1,39.398253,4,6.885802084
N#CCC1=NON=N1,NCCC1NONN1,31.83484388,4,6.827767103
N#CCN1C=CC=N1,NCCN1CCCN1,44.91049025,4,7.004199372
N#CCN1C=CN=N1,NCCN1CCNN1,37.71071288,4,6.94416018
N#CCN1C=NC=N1,NCCN1CNCN1,32.02191075,4,6.94416018
N#CCN1C=NN=C1,NCCN1CNNC1,37.86036638,4,6.94416018
N#CCN1C=NN=N1,NCCN1CNNN1,31.63793138,4,6.885141538
N#CCN1N=CC=N1,NCCN1NCCN1,30.7472305,4,6.94416018
N#CCN1N=CN=N1,NCCN1NCNN1,25.79881938,4,6.885141538
N#CCN1N=NN=N1,NCCN1NNNN1,14.0805565,4,6.827117645
N=C1N=CN=NC=N1,NC1NCNNCN1,90.03758425,4,6.885141538
NC1=C(C=NN1)C#C,NC1C(CNN1)CC,78.82341738,4,7.004199372
NC1=C(C=NN1)C#N,NC1C(CNN1)CN,36.42749975,4,6.94416018
NC1=C(C=NO1)C#C,NC1C(CNO1)CC,80.7420015,4,6.944832099
NC1=C(C=NO1)C#N,NC1C(CNO1)CN,46.072274,4,6.885802084
NC1=C(N=NN1)C#C,NC1C(NNN1)CC,76.00100488,4,6.94416018
NC1=C(N=NN1)C#N,NC1C(NNN1)CN,38.76616387,4,6.885141538
NC1=C(NN=C1)C#C,NC1C(NNC1)CC,81.20015125,4,7.004199372
NC1=C(NN=C1)C#N,NC1C(NNC1)CN,42.70507025,4,6.94416018
NC1=C(NN=N1)C#C,NC1C(NNN1)CC,73.78770837,4,6.94416018
NC1=C(NN=N1)C#N,NC1C(NNN1)CN,38.17608275,4,6.885141538
NC1=C(ON=C1)C#N,NC1C(ONC1)CN,51.3101465,4,6.885802084
NC1=C(ON=N1)C#C,NC1C(ONN1)CC,80.62713588,4,6.885802084
NC1=C(ON=N1)C#N,NC1C(ONN1)CN,48.60785062,4,6.827767103
NC1=CC(=NN1)C#C,NC1CC(NN1)CC,86.20107237,4,7.004199372
NC1=CC(=NN1)C#N,NC1CC(NN1)CN,44.35060238,4,6.94416018
NC1=CC(=NO1)C#C,NC1CC(NO1)CC,92.42613287,4,6.944832099
NC1=CC(=NO1)C#N,NC1CC(NO1)CN,49.64623587,4,6.885802084
NC1=CNN=C1C#C,NC1CNNC1CC,83.07475825,4,7.004199372
NC1=CNN=C1C#N,NC1CNNC1CN,45.200608,4,6.94416018
NC1=CON=C1C#C,NC1CONC1CC,89.46063062,4,6.944832099
NC1=CON=C1C#N,NC1CONC1CN,54.96090425,4,6.885802084
NC1=NC(=NN1)C#C,NC1NC(NN1)CC,69.03686613,4,6.94416018
NC1=NC(=NN1)C#N,NC1NC(NN1)CN,37.14360488,4,6.885141538
NC1=NC(=NO1)C#C,NC1NC(NO1)CC,79.384618,4,6.885802084
NC1=NC(=NO1)C#N,NC1NC(NO1)CN,42.13599312,4,6.827767103
NC1=NNC(=C1)C#C,NC1NNC(C1)CC,79.84342413,4,7.004199372
NC1=NNC(=C1)C#N,NC1NNC(C1)CN,42.82584325,4,6.94416018
NC1=NNC(=N1)C#C,NC1NNC(N1)CC,74.20385012,4,6.94416018
NC1=NNC=C1C#C,NC1NNCC1CC,73.44901888,4,7.004199372
NC1=NNC=C1C#N,NC1NNCC1CN,37.51708225,4,6.94416018
NC1=NNN=C1C#C,NC1NNNC1CC,70.7651015,4,6.94416018
NC1=NNN=C1C#N,NC1NNNC1CN,35.5256405,4,6.885141538
NC1=NOC(=C1)C#C,NC1NOC(C1)CC,88.78587712,4,6.944832099
NC1=NOC(=C1)C#N,NC1NOC(C1)CN,54.20541662,4,6.885802084
NC1=NOC(=N1)C#C,NC1NOC(N1)CC,81.3248625,4,6.885802084
NC1=NOC(=N1)C#N,NC1NOC(N1)CN,49.6718345,4,6.827767103
NC1=NOC=C1C#N,NC1NOCC1CN,45.667947,4,6.885802084
NC1=NON=C1C#C,NC1NONC1CC,73.67153,4,6.885802084
NC1=NON=C1C#N,NC1NONC1CN,42.029004,4,6.827767103
O=C1C=CN=NC=C1,OC1CCNNCC1,89.02085938,4,6.944832099
O=C1N=CN=NC=N1,OC1NCNNCN1,85.8512245,4,6.827767103
O=C1NC(=NO1)C#C,OC1NC(NO1)CC,80.14273113,4,6.828416686
O=C1NN=C(N1)C#C,OC1NNC(N1)CC,69.70505588,4,6.885802084
O=C1ON=C(O1)C#C,OC1ONC(O1)CC,90.36248988,4,6.771979867
O=C1ON=C(O1)C#N,OC1ONC(O1)CN,59.14004388,4,6.715839843
O=CC1=CN=CN=N1,OCC1CNCNN1,64.4008895,4,6.885802084
O=CC1=CN=NC=N1,OCC1CNNCN1,51.953394,4,6.885802084
O=CC1=CN=NN=N1,OCC1CNNNN1,47.87205425,4,6.827767103
O=CC1=NC=CN=N1,OCC1NCCNN1,57.88899313,4,6.885802084
O=CC1=NC=NN=N1,OCC1NCNNN1,59.987424,4,6.827767103
OC1=C(C=NN1)C#C,OC1C(CNN1)CC,81.08988025,4,6.944832099
OC1=C(NN=C1)C#C,OC1C(NNC1)CC,79.50342188,4,6.944832099
OC1=C(NN=N1)C#C,OC1C(NNN1)CC,80.938914,4,6.885802084
OC1=NC(=NN1)C#N,OC1NC(NN1)CN,35.88402125,4,6.827767103
OC1=NNC(=C1)C#C,OC1NNC(C1)CC,82.14992588,4,6.944832099
OC1=NNC(=C1)C#N,OC1NNC(C1)CN,44.80547025,4,6.885802084
OC1=NNC=C1C#C,OC1NNCC1CC,78.733494,4,6.944832099
OC1=NNC=C1C#N,OC1NNCC1CN,43.499284,4,6.885802084
OC1=NNN=C1C#C,OC1NNNC1CC,60.16464525,4,6.885802084
OC1=NNN=C1C#N,OC1NNNC1CN,34.23652,4,6.827767103
OC1=NOC(=C1)C#C,OC1NOC(C1)CC,93.72641175,4,6.886462756
OC1=NOC(=C1)C#N,OC1NOC(C1)CN,56.22967713,4,6.828416686
OC1=NOC(=N1)C#C,OC1NOC(N1)CC,85.32284263,4,6.828416686
OC1=NOC(=N1)C#N,OC1NOC(N1)CN,55.886393,4,6.771340978
OC1=NOC=C1C#C,OC1NOCC1CC,90.49376488,4,6.886462756
OC1=NOC=C1C#N,OC1NOCC1CN,50.93076175,4,6.828416686
ON=C1C=CC=CC=C1,ONC1CCCCCC1,75.91305063,4,6.244493297
ON=C1C=CC=CN=C1,ONC1CCCCNC1,74.12114687,4,6.196727589
ON=C1C=CN=CN=C1,ONC1CCNCNC1,75.325595,4,6.149687078
ON=C1C=NC=CN=C1,ONC1CNCCNC1,-20.43098463,4,6.149687078
ON=C1C=CN=NC=C1,ONC1CCNNCC1,88.757653,4,6.149687078
CC(=O)C#CC(C)=NO,CC(O)CCC(C)NO,96.19963275,4,6.057083145
CC(=NO)C#CC(N)=O,CC(NO)CCC(N)O,80.56412387,4,6.012131189
CC(=O)CC(=NO)C#C,CC(O)CC(NO)CC,96.0906745,4,6.057083145
CC(CC(=O)C#C)=NO,CC(CC(O)CC)NO,100.1569176,4,6.057083145
CC(CC(=O)C#N)=NO,CC(CC(O)CN)NO,65.37954463,4,6.012131189
NC(=O)CC(=NO)C#C,NC(O)CC(NO)CC,80.7262485,4,6.012131189
CC#CC#CC(C)=NO,CCCCCC(C)NO,114.4749506,5,7.68563439
CC(=NO)C#CCC#C,CC(NO)CCCCC,122.7400246,5,7.68563439
CC(=NO)C#CCC#N,CC(NO)CCCCN,90.6432871,5,7.62774189
CC(=NO)C#CCC=O,CC(NO)CCCCO,95.78677288,4,6.057083145
CC(CC#CC#C)=NO,CC(CCCCC)NO,118.1180944,5,7.68563439
CC(CC#CC#N)=NO,CC(CCCCN)NO,86.0155808,5,7.62774189
CC(CC#CC=O)=NO,CC(CCCCO)NO,95.35487812,4,6.057083145
ON=C(CC#C)CC#C,ONC(CCC)CCC,123.3895733,5,7.68563439
ON=C(CC=O)CC#C,ONC(CCO)CCC,101.948165,4,6.057083145
CC#CC(CC#C)=NO,CCCC(CCC)NO,119.9874504,5,7.68563439
CC#CC(CC#N)=NO,CCCC(CCN)NO,86.9208532,5,7.62774189
CC#CC(CC=O)=NO,CCCC(CCO)NO,95.0299725,4,6.057083145
CC(C#C)C(=NO)C#C,CC(CC)C(NO)CC,124.8062931,5,7.68563439
CC(C#N)C(=NO)C#C,CC(CN)C(NO)CC,91.7995573,5,7.62774189
CC(C=O)C(=NO)C#C,CC(CO)C(NO)CC,100.6262258,4,6.057083145
CN=C(N)C(=NO)C#C,CNC(N)C(NO)CC,93.98699263,4,6.056572021
CNC(=O)C(=NO)C#C,CNC(O)C(NO)CC,84.352064,4,6.012131189
ON=C(C#C)C#CC#C,ONC(CC)CCCC,128.9251775,7,10.75988815
ON=C(CCC#N)C#C,ONC(CCCN)CC,88.9120324,5,7.62774189
ON=C(C#C)C#CC=O,ONC(CC)CCCO,113.5336213,6,9.085624717
ON=C(COC=N)C#C,ONC(COCN)CC,100.0866855,4,6.012131189
ON=C(CNC=O)C#C,ONC(CNCO)CC,82.40197387,4,6.012131189
CC#CCC(=NO)C#C,CCCCC(NO)CC,120.410681,5,7.68563439
CCC#CC(=NO)C#C,CCCCC(NO)CC,121.5118157,5,7.68563439
OCC#CC(=NO)C#C,OCCCC(NO)CC,127.7405519,5,7.571353931
CCC(=NO)C#CC#C,CCC(NO)CCCC,118.1916084,5,7.68563439
CCC(=NO)C#CC#N,CCC(NO)CCCN,90.1360405,5,7.62774189
CCC(=NO)C#CC=O,CCC(NO)CCCO,99.44278162,4,6.057083145
CC(=NO)C(C#C)C#C,CC(NO)C(CC)CC,123.0913165,5,7.68563439
CC(=NO)C(C=O)C#C,CC(NO)C(CO)CC,93.97649063,4,6.057083145
ON=C1CC(C=C1)C#C,ONC1CC(CC1)CC,107.6540329,4,6.244493297
ON=C1CC(C=C1)C#N,ONC1CC(CC1)CN,67.82847975,4,6.196727589
ON=C1CC=C(C1)C#C,ONC1CCC(C1)CC,102.594038,4,6.244493297
ON=C1CC=C(C1)C#N,ONC1CCC(C1)CN,66.01163375,4,6.196727589
ON=C1CCC(=C1)C#C,ONC1CCC(C1)CC,100.6321331,4,6.244493297
ON=C1CCC(=C1)C#N,ONC1CCC(C1)CN,64.97915587,4,6.196727589
ON=C1CNC(=C1)C#C,ONC1CNC(C1)CC,104.1686816,4,6.196727589
ON=C1CNC(=C1)C#N,ONC1CNC(C1)CN,58.21980613,4,6.149687078
ON=C1C=CCC1C#C,ONC1CCCC1CC,107.6153068,4,6.244493297
ON=C1C=CCC1C#N,ONC1CCCC1CN,69.03030238,4,6.196727589
ON=C1C=CNC1C#C,ONC1CCNC1CC,104.7777976,4,6.196727589
ON=C1C=CNC1C#N,ONC1CCNC1CN,69.98598438,4,6.149687078
ON=C1CC=CC1C#C,ONC1CCCC1CC,109.9250904,4,6.244493297
ON=C1CC=CC1C#N,ONC1CCCC1CN,71.47529925,4,6.196727589
ON=C1CCC=C1C#C,ONC1CCCC1CC,106.3143715,4,6.244493297
ON=C1CCC=C1C#N,ONC1CCCC1CN,68.5649325,4,6.196727589
ON=C1CNC=C1C#C,ONC1CNCC1CC,96.91048688,4,6.196727589
ON=C1CNC=C1C#N,ONC1CNCC1CN,61.06913,4,6.149687078
FC(F)(F)C#CC#C,FC(F)(F)CCCC,151.0699573,4,6.395557568
FC(F)(F)C#CC#N,FC(F)(F)CCCN,118.5478888,4,6.345462118
C#CC#CC1=CC=CN1,CCCCC1CCCN1,105.5363483,6,9.512562071
C#CC#CC1=CN=CN1,CCCCC1CNCN1,99.77512617,6,9.438674083
C#CC#CC1=CN=CO1,CCCCC1CNCO1,108.1994805,6,9.366739945
C#CC#CC1=NC=CN1,CCCCC1NCCN1,101.2012102,6,9.438674083
C#CC#CC1=NC=CO1,CCCCC1NCCO1,109.5481123,6,9.366739945
N#CC#CC1=CC=CN1,NCCCC1CCCN1,81.26535117,6,9.438674083
N#CC#CC1=CC=CO1,NCCCC1CCCO1,90.19467667,6,9.366739945
N#CC#CC1=CN=CN1,NCCCC1CNCN1,75.53957325,6,9.365925084
N#CC#CC1=CN=CO1,NCCCC1CNCO1,83.93811017,6,9.295091383
N#CC#CC1=NC=CN1,NCCCC1NCCN1,78.544458,6,9.365925084
N#CC#CC1=NC=CO1,NCCCC1NCCO1,86.499723,6,9.295091383
C#CC#CC1=CNC=C1,CCCCC1CNCC1,104.0818213,6,9.512562071
C#CC#CC1=CNC=N1,CCCCC1CNCN1,100.1658881,6,9.438674083
C#CC#CC1=COC=C1,CCCCC1COCC1,112.2777572,6,9.439501652
C#CC#CC1=COC=N1,CCCCC1COCN1,105.9240472,6,9.366739945
N#CC#CC1=CNC=C1,NCCCC1CNCC1,80.3166705,6,9.438674083
N#CC#CC1=CNC=N1,NCCCC1CNCN1,75.23501525,6,9.365925084
N#CC#CC1=COC=C1,NCCCC1COCC1,87.74202208,6,9.366739945
N#CC#CC1=COC=N1,NCCCC1COCN1,84.3179325,6,9.295091383
C#CC1=C(C=CN1)C#C,CCC1C(CCN1)CC,108.1789141,6,9.512562071
C#CC1=C(C=CN1)C#N,CCC1C(CCN1)CN,82.58160183,6,9.438674083
C#CC1=C(C=CO1)C#C,CCC1C(CCO1)CC,116.1324288,6,9.439501652
C#CC1=C(C=CO1)C#N,CCC1C(CCO1)CN,91.64701575,6,9.366739945
C#CC1=C(N=CN1)C#C,CCC1C(NCN1)CC,104.4463283,6,9.438674083
C#CC1=C(N=CN1)C#N,CCC1C(NCN1)CN,79.99942258,6,9.365925084
C#CC1=C(N=CO1)C#C,CCC1C(NCO1)CC,111.378961,6,9.366739945
C#CC1=C(N=CO1)C#N,CCC1C(NCO1)CN,88.15597592,6,9.295091383
C#CC1=C(NC=C1)C#N,CCC1C(NCC1)CN,83.68956283,6,9.438674083
C#CC1=C(NC=N1)C#N,CCC1C(NCN1)CN,80.96954483,6,9.365925084
C#CC1=C(OC=C1)C#N,CCC1C(OCC1)CN,90.43578508,6,9.366739945
C#CC1=C(OC=N1)C#N,CCC1C(OCN1)CN,89.91768642,6,9.295091383
N#CC1=C(C=CN1)C#N,NCC1C(CCN1)CN,58.64360558,6,9.365925084
N#CC1=C(C=CO1)C#N,NCC1C(CCO1)CN,69.39284017,6,9.295091383
N#CC1=C(N=CN1)C#N,NCC1C(NCN1)CN,53.82887617,6,9.294288941
N#CC1=C(N=CO1)C#N,NCC1C(NCO1)CN,65.84754,6,9.224530617
C#CC1=C2CCN2C=C1,CCC1C2CCN2CC1,107.90805,4,6.443870918
C#CC1=C2CCN2C=N1,CCC1C2CCN2CN1,102.3236115,4,6.393018756
N#CC1=C2CCN2C=C1,NCC1C2CCN2CC1,64.2433595,4,6.393018756
N#CC1=C2CCN2C=N1,NCC1C2CCN2CN1,61.41897787,4,6.342962915
C#CC1=CC(=CN1)C#C,CCC1CC(CN1)CC,109.1516618,6,9.512562071
C#CC1=CC(=CN1)C#N,CCC1CC(CN1)CN,82.3855645,6,9.438674083
C#CC1=CC(=CO1)C#C,CCC1CC(CO1)CC,117.8516937,6,9.439501652
C#CC1=CC(=CO1)C#N,CCC1CC(CO1)CN,91.25669142,6,9.366739945
C#CC1=CNC(=C1)C#N,CCC1CNC(C1)CN,82.77457608,6,9.438674083
C#CC1=CNC(=N1)C#N,CCC1CNC(N1)CN,82.49802342,6,9.365925084
C#CC1=COC(=C1)C#N,CCC1COC(C1)CN,91.70696467,6,9.366739945
C#CC1=COC(=N1)C#N,CCC1COC(N1)CN,91.372651,6,9.295091383
C#CC1=NC(=CN1)C#C,CCC1NC(CN1)CC,106.2482964,6,9.438674083
C#CC1=NC(=CN1)C#N,CCC1NC(CN1)CN,79.18376725,6,9.365925084
C#CC1=NC(=CO1)C#C,CCC1NC(CO1)CC,114.8061137,6,9.366739945
C#CC1=NC(=CO1)C#N,CCC1NC(CO1)CN,90.04327283,6,9.295091383
N#CC1=CC(=CN1)C#N,NCC1CC(CN1)CN,58.32241942,6,9.365925084
N#CC1=CC(=CO1)C#N,NCC1CC(CO1)CN,67.4464695,6,9.295091383
C#CC1=CN2CCC2=C1,CCC1CN2CCC2C1,107.7544583,4,6.443870918
C#CC1=CN2CCC2=N1,CCC1CN2CCC2N1,100.5376151,4,6.393018756
N#CC1=CN2CCC2=C1,NCC1CN2CCC2C1,66.44024663,4,6.393018756
N#CC1=CN2CCC2=N1,NCC1CN2CCC2N1,60.89256513,4,6.342962915
C#CC1=CC=C(N1)C#C,CCC1CCC(N1)CC,110.4539098,6,9.512562071
C#CC1=CC=C(N1)C#N,CCC1CCC(N1)CN,84.835156,6,9.438674083
C#CC1=CC=C(O1)C#C,CCC1CCC(O1)CC,119.0301056,6,9.439501652
C#CC1=CC=C(O1)C#N,CCC1CCC(O1)CN,93.65202258,6,9.366739945
C#CC1=CN=C(N1)C#C,CCC1CNC(N1)CC,105.7363239,6,9.438674083
C#CC1=CN=C(N1)C#N,CCC1CNC(N1)CN,81.99217708,6,9.365925084
C#CC1=CN=C(O1)C#C,CCC1CNC(O1)CC,115.4095411,6,9.366739945
C#CC1=CN=C(O1)C#N,CCC1CNC(O1)CN,89.14797733,6,9.295091383
C#CC1=NC=C(N1)C#N,CCC1NCC(N1)CN,80.28954033,6,9.365925084
C#CC1=NC=C(O1)C#N,CCC1NCC(O1)CN,90.22443233,6,9.295091383
N#CC1=CC=C(N1)C#N,NCC1CCC(N1)CN,61.41438325,6,9.365925084
N#CC1=CC=C(O1)C#N,NCC1CCC(O1)CN,71.56412867,6,9.295091383
N#CC1=CN=C(O1)C#N,NCC1CNC(O1)CN,68.84367308,6,9.224530617
C#CC1=CC=C2CCN12,CCC1CCC2CCN12,109.231302,4,6.443870918
C#CC1=CN=C2CCN12,CCC1CNC2CCN12,102.3328008,4,6.393018756
C#CC1=NC=C2CCN12,CCC1NCC2CCN12,101.785384,4,6.393018756
N#CC1=CC=C2CCN12,NCC1CCC2CCN12,69.66370425,4,6.393018756
N#CC1=CN=C2CCN12,NCC1CNC2CCN12,62.44686113,4,6.342962915
N#CC1=NC=C2CCN12,NCC1NCC2CCN12,65.53051087,4,6.342962915
C#CC1=CNC=C1C#C,CCC1CNCC1CC,104.626175,6,9.512562071
C#CC1=CNC=C1C#N,CCC1CNCC1CN,81.78607533,6,9.438674083
C#CC1=COC=C1C#C,CCC1COCC1CC,116.1591213,6,9.439501652
C#CC1=COC=C1C#N,CCC1COCC1CN,88.30956767,6,9.366739945
N#CC1=CNC=C1C#N,NCC1CNCC1CN,54.77186825,6,9.365925084
N#CC1=COC=C1C#N,NCC1COCC1CN,66.6745725,6,9.295091383
C#CC1CC2=CC=CN12,CCC1CC2CCCN12,116.0024665,4,6.443870918
C#CC1CC2=CN=CN12,CCC1CC2CNCN12,105.0771046,4,6.393018756
C#CC1CC2=NC=CN12,CCC1CC2NCCN12,103.9698,4,6.393018756
N#CC1CC2=CC=CN12,NCC1CC2CCCN12,73.28886338,4,6.393018756
N#CC1CC2=CN=CN12,NCC1CC2CNCN12,70.54521588,4,6.342962915
N#CC1CC2=NC=CN12,NCC1CC2NCCN12,68.16979475,4,6.342962915
C#CC1CN2C=CC=C12,CCC1CN2CCCC12,113.0638756,4,6.443870918
C#CC1CN2C=CN=C12,CCC1CN2CCNC12,104.8342459,4,6.393018756
C#CC1CN2C=NC=C12,CCC1CN2CNCC12,106.0846403,4,6.393018756
N#CC1CN2C=CC=C12,NCC1CN2CCCC12,73.38206863,4,6.393018756
N#CC1CN2C=CN=C12,NCC1CN2CCNC12,68.23543225,4,6.342962915
N#CC1CN2C=NC=C12,NCC1CN2CNCC12,65.36576075,4,6.342962915
C#CCC1=CC=NC=C1,CCCC1CCNCC1,85.3177229,5,7.927135059
C#CCC1=CN=CC=C1,CCCC1CNCCC1,83.8033345,5,7.927135059
C#CCC1=CN=CC=N1,CCCC1CNCCN1,85.4369206,5,7.865561736
C#CCC1=CN=CN=C1,CCCC1CNCNC1,79.6702724,5,7.865561736
C#CCC1=NC=CC=C1,CCCC1NCCCC1,82.2532393,5,7.927135059
C#CCC1=NC=CC=N1,CCCC1NCCCN1,86.2151188,5,7.865561736
C#CCC1=NC=CN=C1,CCCC1NCCNC1,87.7736156,5,7.865561736
C#CCC1=NC=NC=C1,CCCC1NCNCC1,77.8429244,5,7.865561736
C#CCC1=NC=NC=N1,CCCC1NCNCN1,74.7611125,5,7.80493757
N#CCC1=CC=CC=C1,NCCC1CCCCC1,54.0789988,5,7.927135059
N#CCC1=CC=NC=C1,NCCC1CCNCC1,56.4261958,5,7.865561736
N#CCC1=CN=CC=C1,NCCC1CNCCC1,53.0545287,5,7.865561736
N#CCC1=CN=CC=N1,NCCC1CNCCN1,55.419054,5,7.80493757
N#CCC1=NC=CC=C1,NCCC1NCCCC1,51.0370945,5,7.865561736
N#CCC1=NC=CC=N1,NCCC1NCCCN1,49.1042014,5,7.80493757
N#CCC1=NC=CN=C1,NCCC1NCCNC1,49.8335653,5,7.80493757
N#CCC1=NC=NC=C1,NCCC1NCNCC1,49.2853609,5,7.80493757
N#CCC1=NC=NC=N1,NCCC1NCNCN1,51.8594011,5,7.745240784
C#CCN=C1NC=CO1,CCCNC1NCCO1,106.1496214,4,6.196727589
C#CCN=C1OC=CO1,CCCNC1OCCO1,115.1728085,4,6.150214039
N#CCN=C1NC=CN1,NCCNC1NCCN1,54.38329425,4,6.196192627
N#CCN=C1NC=CO1,NCCNC1NCCO1,61.47148788,4,6.149687078
N#CCN=C1OC=CO1,NCCNC1OCCO1,73.45492625,4,6.103874423
C#CCCC1=CC=CN1,CCCCC1CCCN1,94.82058888,4,6.341708047
C#CCCC1=CN=CN1,CCCCC1CNCN1,85.11214625,4,6.292449389
C#CCCC1=CN=CO1,CCCCC1CNCO1,94.19834538,4,6.244493297
C#CCCC1=NC=CN1,CCCCC1NCCN1,83.77576675,4,6.292449389
C#CCCC1=NC=CO1,CCCCC1NCCO1,92.79370287,4,6.244493297
C#CCNC1=CC=CN1,CCCNC1CCCN1,98.8211945,4,6.292449389
C#CCNC1=CC=CO1,CCCNC1CCCO1,109.0849304,4,6.244493297
C#CCNC1=CN=CO1,CCCNC1CNCO1,100.1057204,4,6.196727589
C#CCNC1=NC=CO1,CCCNC1NCCO1,95.25445275,4,6.196727589
C#CCOC1=CC=CN1,CCCOC1CCCN1,103.2832317,4,6.244493297
C#CCOC1=CN=CN1,CCCOC1CNCN1,95.5655745,4,6.196727589
C#CCOC1=CN=CO1,CCCOC1CNCO1,110.2145517,4,6.150214039
C#CCOC1=NC=CN1,CCCOC1NCCN1,94.09135625,4,6.196727589
C#CCOC1=NC=CO1,CCCOC1NCCO1,101.3528329,4,6.150214039
N#CCCC1=CC=CN1,NCCCC1CCCN1,53.40463913,4,6.292449389
N#CCCC1=CC=CO1,NCCCC1CCCO1,62.44423563,4,6.244493297
N#CCCC1=CN=CN1,NCCCC1CNCN1,43.50781688,4,6.243950056
N#CCCC1=CN=CO1,NCCCC1CNCO1,51.80045863,4,6.196727589
N#CCCC1=NC=CN1,NCCCC1NCCN1,43.33256475,4,6.243950056
N#CCCC1=NC=CO1,NCCCC1NCCO1,51.46833288,4,6.196727589
